69173,4.71,997
43509,4.71,540
73825,4.70,455
31128,4.75,410
106251,4.75,357
8739,4.77,298
20616,4.71,282
102274,4.76,244
57130,4.70,239
80413,4.70,237
87925,4.79,234
104086,4.73,230
486261,4.99,217
52892,4.71,214
116849,4.79,213
74730,4.75,212
111777,4.71,203
486496,4.75,202
44232,4.75,201
83561,4.76,194
25723,4.81,188
48532,4.74,187
155018,4.75,187
46262,4.73,184
92016,4.79,175
16371,4.73,175
101041,4.78,171
136923,4.73,169
43908,4.79,164
251220,4.70,164
128566,4.74,162
3603,4.80,161
9327,4.74,160
30358,4.72,159
59224,4.77,158
113299,4.81,156
9954,4.75,154
59336,4.73,154
79595,4.73,152
96475,4.76,150
28377,4.76,147
105726,4.76,144
46739,4.80,143
81211,4.72,142
158832,4.77,142
34011,4.70,140
100526,4.85,139
71933,4.76,136
73488,4.84,135
92072,4.87,134
41541,4.73,133
73033,4.76,132
18693,4.77,132
30165,4.76,131
216350,4.85,131
117565,4.71,131
90975,4.80,128
39900,4.73,128
74301,4.77,124
177017,4.74,123
90765,4.70,122
104975,4.84,122
83475,4.72,121
26205,4.74,121
59636,4.70,120
52104,4.71,120
50453,4.71,120
74086,4.77,119
42976,4.92,118
38846,4.85,117
74982,4.75,116
59363,4.71,116
47326,4.72,116
41156,4.78,114
75737,4.81,113
55514,4.72,113
48957,4.81,112
89177,4.74,111
11266,4.82,110
23480,4.70,107
155442,4.71,107
24952,4.74,105
5247,4.76,101
29413,4.76,101
123588,4.71,101
93223,4.84,100
60560,4.82,100
45609,4.73,100
4075,4.79,100
26451,4.82,100
128679,4.72,100
recipe_id,avg_rating,review_count
